   1.0000000e+00   0.0000000e+00
   9.6858924e-01   5.8772948e-03
   9.5289355e-01   8.8186064e-03
   9.3720948e-01   1.1778059e-02
   9.2154090e-01   1.4767838e-02
   9.0589169e-01   1.7800019e-02
   8.9026569e-01   2.0885025e-02
   8.7466677e-01   2.4015188e-02
   8.5909877e-01   2.7171152e-02
   8.4356553e-01   3.0333808e-02
   8.2807090e-01   3.3491263e-02
   8.1261869e-01   3.6639321e-02
   7.9721270e-01   3.9774205e-02
   7.8185676e-01   4.2890138e-02
   7.6655464e-01   4.5977451e-02
   7.5131011e-01   4.9026222e-02
   7.3612695e-01   5.2026791e-02
   7.2100889e-01   5.4969847e-02
   7.0595967e-01   5.7846382e-02
   6.9098301e-01   6.0647908e-02
   6.7608258e-01   6.3368807e-02
   6.6126208e-01   6.6005316e-02
   6.4652516e-01   6.8553880e-02
   6.3187545e-01   7.1010133e-02
   6.1731657e-01   7.3368244e-02
   6.0285211e-01   7.5622539e-02
   5.8848564e-01   7.7768052e-02
   5.7422071e-01   7.9802438e-02
   5.6006083e-01   8.1724476e-02
   5.4600950e-01   8.3533134e-02
   5.3207019e-01   8.5226475e-02
   5.1824633e-01   8.6801022e-02
   5.0454133e-01   8.8253488e-02
   4.9095858e-01   8.9580996e-02
   4.7750144e-01   9.0781434e-02
   4.6417321e-01   9.1853287e-02
   4.5097718e-01   9.2795392e-02
   4.3791662e-01   9.3606929e-02
   4.2499475e-01   9.4287435e-02
   4.1221475e-01   9.4836792e-02
   3.9957977e-01   9.5255220e-02
   3.8709295e-01   9.5543051e-02
   3.7475734e-01   9.5699978e-02
   3.6257601e-01   9.5725830e-02
   3.5055195e-01   9.5620869e-02
   3.3868813e-01   9.5386472e-02
   3.2698749e-01   9.5028900e-02
   3.1545289e-01   9.4556216e-02
   3.0408720e-01   9.3976303e-02
   2.9289322e-01   9.3296771e-02
   2.8187370e-01   9.2522767e-02
   2.7103137e-01   9.1656981e-02
   2.6036891e-01   9.0702241e-02
   2.4988893e-01   8.9661632e-02
   2.3959403e-01   8.8538498e-02
   2.2948676e-01   8.7336454e-02
   2.1956959e-01   8.6059355e-02
   2.0984499e-01   8.4711266e-02
   2.0031534e-01   8.3296445e-02
   1.9098301e-01   8.1819256e-02
   1.8185028e-01   8.0283327e-02
   1.7291943e-01   7.8691979e-02
   1.6419264e-01   7.7048861e-02
   1.5567207e-01   7.5357942e-02
   1.4735984e-01   7.3623490e-02
   1.3925797e-01   7.1849165e-02
   1.3136849e-01   7.0034708e-02
   1.2369332e-01   6.8179571e-02
   1.1623437e-01   6.6284389e-02
   1.0899348e-01   6.4350896e-02
   1.0197242e-01   6.2381843e-02
   9.5172948e-02   6.0380918e-02
   8.8596723e-02   5.8352773e-02
   8.2245374e-02   5.6303053e-02
   7.6120467e-02   5.4238048e-02
   7.0223514e-02   5.2164537e-02
   6.4555969e-02   5.0083143e-02
   5.9119231e-02   4.7983119e-02
   5.3914641e-02   4.5857098e-02
   4.8943484e-02   4.3702585e-02
   4.4206985e-02   4.1521831e-02
   3.9706314e-02   3.9329419e-02
   3.5442582e-02   3.7148219e-02
   3.1416839e-02   3.4999276e-02
   2.7630080e-02   3.2901550e-02
   2.4083238e-02   3.0872066e-02
   2.0777189e-02   2.8924627e-02
   1.7712749e-02   2.7013316e-02
   1.4890674e-02   2.5044788e-02
   1.2311659e-02   2.2975293e-02
   9.9763423e-03   2.0806356e-02
   7.8852987e-03   1.8619029e-02
   6.0390445e-03   1.6653877e-02
   4.4380354e-03   1.5020918e-02
   3.0826663e-03   1.3036648e-02
   1.9732716e-03   1.0139168e-02
   1.1101250e-03   6.6401482e-03
   4.9343963e-04   3.2846514e-03
   1.2336752e-04   8.7479300e-04
   0.0000000e+00   0.0000000e+00
   0.0000000e+00  -3.4795217e-03
   1.2336752e-04  -3.6369489e-03
   4.9343963e-04  -4.1027177e-03
   1.1101250e-03  -4.8576520e-03
   1.9732716e-03  -5.8709998e-03
   3.0826663e-03  -7.1022410e-03
   4.4380354e-03  -8.5036098e-03
   6.0390445e-03  -1.0023323e-02
   7.8852987e-03  -1.1609503e-02
   9.9763423e-03  -1.3214782e-02
   1.2311659e-02  -1.4801574e-02
   1.4890674e-02  -1.6347993e-02
   1.7712749e-02  -1.7849191e-02
   2.0777189e-02  -1.9297471e-02
   2.4083238e-02  -2.0693469e-02
   2.7630080e-02  -2.2056097e-02
   3.1416839e-02  -2.3417940e-02
   3.5442582e-02  -2.4782670e-02
   3.9706314e-02  -2.6141976e-02
   4.4206985e-02  -2.7489258e-02
   4.8943484e-02  -2.8820008e-02
   5.3914641e-02  -3.0132183e-02
   5.9119231e-02  -3.1425102e-02
   6.4555969e-02  -3.2696195e-02
   7.0223514e-02  -3.3943910e-02
   7.6120467e-02  -3.5168644e-02
   8.2245374e-02  -3.6372627e-02
   8.8596723e-02  -3.7555059e-02
