   1.0000000e+00   0.0000000e+00
   9.6858924e-01   7.9265041e-03
   9.5289355e-01   1.1684221e-02
   9.3720948e-01   1.5378360e-02
   9.2154090e-01   1.9122126e-02
   9.0589169e-01   2.2920230e-02
   8.9026569e-01   2.6763602e-02
   8.7466677e-01   3.0639055e-02
   8.5909877e-01   3.4534185e-02
   8.4356553e-01   3.8436929e-02
   8.2807090e-01   4.2333385e-02
   8.1261869e-01   4.6207819e-02
   7.9721270e-01   5.0044676e-02
   7.8185676e-01   5.3828787e-02
   7.6655464e-01   5.7545339e-02
   7.5131011e-01   6.1181165e-02
   7.3612695e-01   6.4725917e-02
   7.2100889e-01   6.8169729e-02
   7.0595967e-01   7.1498517e-02
   6.9098301e-01   7.4692837e-02
   6.7608258e-01   7.7733460e-02
   6.6126208e-01   8.0598971e-02
   6.4652516e-01   8.3265373e-02
   6.3187545e-01   8.5709716e-02
   6.1731657e-01   8.7919888e-02
   6.0285211e-01   8.9898219e-02
   5.8848564e-01   9.1648326e-02
   5.7422071e-01   9.3177408e-02
   5.6006083e-01   9.4500234e-02
   5.4600950e-01   9.5632277e-02
   5.3207019e-01   9.6588406e-02
   5.1824633e-01   9.7381879e-02
   5.0454133e-01   9.8025195e-02
   4.9095858e-01   9.8530448e-02
   4.7750144e-01   9.8907632e-02
   4.6417321e-01   9.9164500e-02
   4.5097718e-01   9.9308534e-02
   4.3791662e-01   9.9346641e-02
   4.2499475e-01   9.9283169e-02
   4.1221475e-01   9.9121569e-02
   3.9957977e-01   9.8865344e-02
   3.8709295e-01   9.8517986e-02
   3.7475734e-01   9.8082901e-02
   3.6257601e-01   9.7563525e-02
   3.5055195e-01   9.6963329e-02
   3.3868813e-01   9.6285051e-02
   3.2698749e-01   9.5530336e-02
   3.1545289e-01   9.4700927e-02
   3.0408720e-01   9.3798762e-02
   2.9289322e-01   9.2825647e-02
   2.8187370e-01   9.1783205e-02
   2.7103137e-01   9.0673287e-02
   2.6036891e-01   8.9497984e-02
   2.4988893e-01   8.8259385e-02
   2.3959403e-01   8.6959534e-02
   2.2948676e-01   8.5600735e-02
   2.1956959e-01   8.4185540e-02
   2.0984499e-01   8.2715790e-02
   2.0031534e-01   8.1192247e-02
   1.9098301e-01   7.9616067e-02
   1.8185028e-01   7.7988912e-02
   1.7291943e-01   7.6312663e-02
   1.6419264e-01   7.4589137e-02
   1.5567207e-01   7.2820614e-02
   1.4735984e-01   7.1009893e-02
   1.3925797e-01   6.9159551e-02
   1.3136849e-01   6.7270117e-02
   1.2369332e-01   6.5342442e-02
   1.1623437e-01   6.3378342e-02
   1.0899348e-01   6.1380323e-02
   1.0197242e-01   5.9350167e-02
   9.5172948e-02   5.7290013e-02
   8.8596723e-02   5.5203117e-02
   8.2245374e-02   5.3093572e-02
   7.6120467e-02   5.0962221e-02
   7.0223514e-02   4.8807694e-02
   6.4555969e-02   4.6630934e-02
   5.9119231e-02   4.4435147e-02
   5.3914641e-02   4.2225257e-02
   4.8943484e-02   4.0007409e-02
   4.4206985e-02   3.7789417e-02
   3.9706314e-02   3.5580602e-02
   3.5442582e-02   3.3386986e-02
   3.1416839e-02   3.1191089e-02
   2.7630080e-02   2.8977079e-02
   2.4083238e-02   2.6741443e-02
   2.0777189e-02   2.4491499e-02
   1.7712749e-02   2.2254000e-02
   1.4890674e-02   2.0067364e-02
   1.2311659e-02   1.7966224e-02
   9.9763423e-03   1.5981058e-02
   7.8852987e-03   1.4086345e-02
   6.0390445e-03   1.2151120e-02
   4.4380354e-03   1.0138794e-02
   3.0826663e-03   8.1076115e-03
   1.9732716e-03   6.2004255e-03
   1.1101250e-03   4.5208083e-03
   4.9343963e-04   2.6828427e-03
   1.2336752e-04   1.4671483e-03
   0.0000000e+00   6.3810656e-05
   0.0000000e+00  -3.3413708e-04
   1.2336752e-04  -1.0466850e-03
   4.9343963e-04  -1.9139970e-03
   1.1101250e-03  -2.8731511e-03
   1.9732716e-03  -3.9247026e-03
   3.0826663e-03  -5.0331574e-03
   4.4380354e-03  -6.1971400e-03
   6.0390445e-03  -7.4206859e-03
   7.8852987e-03  -8.6962635e-03
   9.9763423e-03  -9.9966668e-03
   1.2311659e-02  -1.1304129e-02
   1.4890674e-02  -1.2620161e-02
   1.7712749e-02  -1.3961181e-02
   2.0777189e-02  -1.5321134e-02
   2.4083238e-02  -1.6689002e-02
   2.7630080e-02  -1.8058138e-02
   3.1416839e-02  -1.9427412e-02
   3.5442582e-02  -2.0797935e-02
   3.9706314e-02  -2.2164846e-02
   4.4206985e-02  -2.3524305e-02
   4.8943484e-02  -2.4875410e-02
   5.3914641e-02  -2.6220541e-02
   5.9119231e-02  -2.7560697e-02
   6.4555969e-02  -2.8892675e-02
   7.0223514e-02  -3.0214161e-02
   7.6120467e-02  -3.1524267e-02
   8.2245374e-02  -3.2823413e-02
   8.8596723e-02  -3.4110789e-02
   9.5172948e-02  -3.5385126e-02
   1.0197242e-01  -3.6646127e-02
   1.0899348e-01  -3.7894580e-02
   1.1623437e-01  -3.9131482e-02
   1.2369332e-01  -4.0355926e-02
   1.3136849e-01  -4.1567061e-02
   1.3925797e-01  -4.2764618e-02
   1.4735984e-01  -4.3948890e-02
   1.5567207e-01  -4.5119506e-02
   1.6419264e-01  -4.6275335e-02
   1.7291943e-01  -4.7415531e-02
   1.8185028e-01  -4.8539597e-02
   1.9098301e-01  -4.9647087e-02
   2.0031534e-01  -5.0736713e-02
   2.0984499e-01  -5.1807118e-02
   2.1956959e-01  -5.2857131e-02
   2.2948676e-01  -5.3885733e-02
   2.3959403e-01  -5.4891490e-02
   2.4988893e-01  -5.5872643e-02
   2.6036891e-01  -5.6827520e-02
   2.7103137e-01  -5.7754543e-02
   2.8187370e-01  -5.8652163e-02
